TOP PARENT,PARENT-CATEGORY,CATEGORY-NAME,CATEGORY-ID-NUMBER (SHORT-CODE),DESCRIPTION
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Fire Safety and Evacuation,CAT-CMW-FIRE,"<p><strong>Fire Safety and Evacuation</strong></p><p>Fire Safety and Evacuation learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Fire prevention, alarms, extinguishers, evacuation, wardens</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Fire%20Safety%20and%20Evacuation"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Fire Safety and Evacuation</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,First Aid and Basic Life Support,CAT-CMW-FA,"<p><strong>First Aid and Basic Life Support</strong></p><p>First Aid and Basic Life Support learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Emergency assessment, CPR, AED, common injuries and illness</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=First%20Aid%20and%20Basic%20Life%20Support"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: First Aid and Basic Life Support</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Ergonomics and Manual Handling,CAT-CMW-ERG,"<p><strong>Ergonomics and Manual Handling</strong></p><p>Ergonomics and Manual Handling learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Workstation setup, lifting, movement, musculoskeletal prevention</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Ergonomics%20and%20Manual%20Handling"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Ergonomics and Manual Handling</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Information Security Awareness,CAT-CMW-IS,"<p><strong>Information Security Awareness</strong></p><p>Information Security Awareness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Phishing, passwords, devices, data handling, incident reporting</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Information%20Security%20Awareness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Information Security Awareness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Privacy and Data Protection Awareness,CAT-CMW-PRIV,"<p><strong>Privacy and Data Protection Awareness</strong></p><p>Privacy and Data Protection Awareness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Personal data, lawful handling, rights, breaches, retention</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Privacy%20and%20Data%20Protection%20Awareness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Privacy and Data Protection Awareness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Business Continuity and Emergency Preparedness,CAT-CMW-BCP,"<p><strong>Business Continuity and Emergency Preparedness</strong></p><p>Business Continuity and Emergency Preparedness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Continuity roles, response, recovery, communications, exercises</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Business%20Continuity%20and%20Emergency%20Preparedness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Business Continuity and Emergency Preparedness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Anti-Bribery and Anti-Corruption,CAT-CMW-ABAC,"<p><strong>Anti-Bribery and Anti-Corruption</strong></p><p>Anti-Bribery and Anti-Corruption learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Bribery risks, third parties, gifts, facilitation payments, reporting</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Anti-Bribery%20and%20Anti-Corruption"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Anti-Bribery and Anti-Corruption</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,AML and Financial Crime Awareness,CAT-CMW-AML,"<p><strong>AML and Financial Crime Awareness</strong></p><p>AML and Financial Crime Awareness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Red flags, due diligence, sanctions, escalation</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=AML%20and%20Financial%20Crime%20Awareness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: AML and Financial Crime Awareness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Workplace Violence and Personal Security,CAT-CMW-WHS,"<p><strong>Workplace Violence and Personal Security</strong></p><p>Workplace Violence and Personal Security learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Prevention, de-escalation, travel and lone-worker security</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Workplace%20Violence%20and%20Personal%20Security"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Workplace Violence and Personal Security</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Environmental Awareness,CAT-CMW-ENV,"<p><strong>Environmental Awareness</strong></p><p>Environmental Awareness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Waste, energy, emissions, spills, sustainable workplace practice</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Environmental%20Awareness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Environmental Awareness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Quality Management Awareness,CAT-CMW-QUAL,"<p><strong>Quality Management Awareness</strong></p><p>Quality Management Awareness learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Customer requirements, process control, nonconformance, improvement</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Quality%20Management%20Awareness"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Quality Management Awareness</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Risk and Internal Controls,CAT-CMW-RISK,"<p><strong>Risk and Internal Controls</strong></p><p>Risk and Internal Controls learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Risk identification, controls, ownership, assurance, escalation</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Risk%20and%20Internal%20Controls"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Risk and Internal Controls</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Records and Information Management,CAT-CMW-REC,"<p><strong>Records and Information Management</strong></p><p>Records and Information Management learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Classification, retention, disposal, legal holds, secure storage</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Records%20and%20Information%20Management"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Records and Information Management</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Responsible AI Use,CAT-CMW-AI,"<p><strong>Responsible AI Use</strong></p><p>Responsible AI Use learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> Permitted use, privacy, bias, human oversight, verification, governance</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Responsible%20AI%20Use"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Responsible AI Use</a></p>"
Corporate Mandatory and Workplace Training,Corporate Mandatory and Workplace Training,Manager Essentials,CAT-CMW-MGR,"<p><strong>Manager Essentials</strong></p><p>Manager Essentials learning and development for Corporate Mandatory and Workplace Training contexts.</p><p><strong>Typical subjects or topics:</strong> People processes, performance, wellbeing, conduct, escalation duties</p><p><strong>Recommended course structure:</strong> Policy / role / refresher / assessment courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Manager%20Essentials"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Manager Essentials</a></p>"
